Work Item Type,Requesting Dept/Agency,Received,Support Team,Category,Q1 - Courtesy,Q2 - Technical,Q3 - Timeliness,Q4 - Quality,Q5 - Overall
Service Request,Health Services,7/31/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Service Request,Sheriff's Office,7/31/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Incident,Sheriff's Office,7/29/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Incident,Health Services,7/29/2015,The ISD Service Desk,Operating System Software,5,5,5,5,5
Incident,District Attorney,7/27/2015,The ISD Service Desk,Operating System Software,5,5,5,5,5
Service Request,District Attorney,7/24/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Incident,Health Services,7/24/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Service Request,Board of Supervisors,7/10/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Service Request,Sheriff's Office,7/10/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Service Request,Health Services,7/3/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Service Request,Information Systems,7/3/2015,The ISD Datacenter Operations Team,Operating System Software,5,5,5,5,5
Incident,Health Services,6/25/2015,The ISD Service Desk,Operating System Software,5,5,5,5,5
Incident,Permit & Resource Management,6/22/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Service Request,Human Resources,6/19/2015,The ISD Service Desk,Operating System Software,5,5,5,5,5
Incident,Health Services,6/17/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Service Request,Human Resources,6/12/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Incident,Health Services,6/5/2015,The ISD Service Desk,Operating System Software,5,5,5,5,5
Incident,Health Services,6/4/2015,The ISD Desktop Support Team,Operating System Software,5,5,5,5,5
Service Request,Health Services,8/26/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Retirement,8/19/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Probation,8/12/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,8/12/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,General Services,7/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Probation,7/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Probation,7/29/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Probation,7/29/2016,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Health Services,7/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,7/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Incident,Public Defender,7/28/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Incident,Board of Supervisors,7/27/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,7/22/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,General Services,7/22/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Agricultural Commissioner,7/22/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff Detention,7/22/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,7/22/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,7/22/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Regional Parks,7/22/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Probation,7/15/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,7/15/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Probation,7/15/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Open Space,7/15/2016,The ISD Service Desk,Other,5,5,5,5,5
Incident,Health Services,7/15/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Transportation & Public Works,7/15/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff Admin,7/15/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Transportation & Public Works,7/8/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff Detention,7/8/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff Detention,7/8/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,7/8/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,7/8/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,7/8/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Information Systems,7/1/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,7/1/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,CDC,7/1/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Public Defender,7/1/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Information Systems,7/1/2016,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Incident,Health Services,6/24/2016,The ISD Datacenter Operations Team,Other,5,4,5,4,4
Service Request,Agricultural Commissioner,6/24/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Sheriff Detention,6/24/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,6/24/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,6/24/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,6/24/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,6/24/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,6/24/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Probation,6/24/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,County Counsel,6/24/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Probation,6/24/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,6/17/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,6/17/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff Law Enforcement,6/17/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,6/17/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,6/17/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Permit and Resource Management,6/17/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Information Systems,6/17/2016,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,6/17/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,District Attorney,6/17/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,6/17/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Grand Jury,6/17/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,6/17/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Information Systems,6/17/2016,The ISD Service Desk,Other,5,5,5,5,5
Incident,Health Services,6/14/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,6/10/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,6/10/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Independent Office of Law Enforcement Review and Outreach,6/10/2016,The ISD Desktop Support Team,Other,5,4,3,4,4
Service Request,Human Resources,6/10/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff Admin,6/10/2016,The ISD Service Desk,Other,5,,5,5,5
Service Request,Board of Supervisors,6/10/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Board of Supervisors,6/10/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,6/10/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,6/10/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,6/10/2016,The ISD Service Desk,Other,5,5,4,5,5
Service Request,Information Systems,6/10/2016,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,UC Cooperative Extension,6/10/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Retirement,6/10/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,6/3/2016,The ISD Desktop Support Team,Other,5,5,3,5,4
Service Request,Auditor Controller Treasurer Tax Collector,6/3/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,6/3/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,6/3/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Fire & Emergency Services,6/3/2016,The ISD Service Desk,Other,5,,5,5,5
Service Request,Sheriff Telecommunication,6/3/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Transportation & Public Works,6/3/2016,The ISD Service Desk,Other,5,5,,,5
Service Request,Sheriff Dept.,5/27/2016,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,County Counsel,5/27/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Probation,5/27/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Transportation & Public Works,5/27/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff Admin,5/27/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff Admin,5/27/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Regional Parks,5/27/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff Detention,5/27/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,5/20/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,5/20/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,5/20/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,5/20/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,5/20/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,5/20/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff Law Enforcement,5/20/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,5/20/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Agricultural Commissioner,5/20/2016,The ISD Service Desk,Other,5,4,5,5,5
Service Request,Probation,5/20/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,5/13/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Fire & Emergency Services,5/13/2016,The ISD Desktop Support Team,Other,5,5,4,5,4
Service Request,Health Services,5/13/2016,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Health Services,5/13/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Economic Development Board,5/13/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,5/13/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Incident,Human Resources,5/9/2016,The ISD Datacenter Operations Team,Other,5,4,4,4,4
Incident,Public Defender,5/9/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,General Services,5/9/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,County Administrator,5/6/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,5/6/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,5/6/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,5/6/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Public Defender,5/6/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,UC Cooperative Extension,5/6/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,CDC,5/6/2016,The ISD Service Desk,Other,5,5,5,5,5
Incident,Information Systems,5/3/2016,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Sheriff Admin,4/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,SCTA,4/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,4/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,4/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,4/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,4/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Regional Parks,4/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,4/29/2016,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Incident,Regional Parks,4/27/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Incident,Clerk-Recorder-Assessor-Registrar of Voters,4/25/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Information Systems,4/22/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,4/22/2016,The ISD Service Desk,Other,5,5,5,5,5
Incident,Information Systems,4/22/2016,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Public Defender,4/22/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Incident,Health Services,4/21/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Incident,Probation,4/21/2016,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,General Services,4/1/2016,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Sonoma County Employees Retirement Association,4/1/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Board of Supervisors,4/1/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Open Space District,4/1/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,4/1/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Permit & Resource Management,3/25/2016,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Information Systems,3/25/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Community Development Commission,3/25/2016,The ISD Service Desk,Other,5,4,4,4,4
Service Request,Health Services,3/25/2016,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Information Systems,3/25/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,3/18/2016,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Human Resources,3/18/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,3/18/2016,The ISD Service Desk,Other,5,5,5,5,5
Incident,Clerk-Recorder-Assessor-Registrar of Voters,3/17/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Incident,Information Systems,3/17/2016,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Incident,General Services,3/16/2016,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Health Services,3/11/2016,The ISD Service Desk,Other,5,5,4,5,5
Service Request,Regional Parks,3/11/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Agricultural Commissioner,3/11/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,3/11/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,3/11/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Economic Development Board,3/11/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Probation,3/11/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Permit & Resource Management,3/11/2016,The ISD Service Desk,Other,5,5,5,5,5
Incident,Health Services,3/10/2016,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Incident,General Services,3/7/2016,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Sheriff's Office,3/4/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,General Services,3/4/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,3/4/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Probation,3/4/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Sheriff's Office,3/4/2016,The ISD Desktop Support Team,Other,5,,5,5,5
Service Request,County Counsel,3/4/2016,The ISD Service Desk,Other,5,5,3,4,4
Service Request,Health Services,3/4/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Regional Parks,3/4/2016,The ISD Desktop Support Team,Other,5,4,4,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,3/4/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Transportation & Public Works,3/4/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Community Development Commission,3/4/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,3/4/2016,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,2/26/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,2/26/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,2/26/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Sheriff's Office,2/26/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Public Defender,2/26/2016,The ISD Service Desk,Other,5,5,5,5,5
Incident,Auditor-Controller-Treasurer-Tax Collector,2/19/2016,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,General Services,2/19/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,2/12/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,2/12/2016,The ISD Service Desk,Other,5,5,5,5,5
Incident,Information Systems,2/11/2016,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Permit & Resource Management,2/5/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,2/5/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Board of Supervisors,2/5/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,1/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sonoma County Transportation Authority,1/29/2016,The ISD Service Desk,Other,5,5,5,5,5
Incident,Sheriff's Office,1/28/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,General Services,1/22/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,1/22/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Board of Supervisors,1/22/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,1/22/2016,The ISD Service Desk,Other,5,5,5,5,5
Incident,Clerk-Recorder-Assessor-Registrar of Voters,1/20/2016,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Health Services,1/15/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,1/15/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,1/15/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,General Services,1/15/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,1/15/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,1/15/2016,The ISD Service Desk,Other,5,4,5,5,5
Service Request,Human Resources,1/15/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,1/8/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,1/8/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Regional Parks,1/8/2016,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Community Development Commission,1/8/2016,The ISD Service Desk,Other,5,5,5,4,5
Service Request,Health Services,1/8/2016,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,12/25/2015,The ISD Service Desk,Other,5,,5,4,5
Incident,Information Systems,12/23/2015,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Human Resources,12/18/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,12/18/2015,The ISD Service Desk,Other,5,4,5,5,5
Service Request,District Attorney,12/18/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Probation,12/11/2015,The ISD Telephone Team,Other,5,5,5,5,5
Service Request,Transportation & Public Works,12/11/2015,The ISD Service Desk,Other,5,5,5,5,5
Incident,Health Services,12/8/2015,The ISD Desktop Support Team,Other,5,5,2,4,2
Service Request,County Counsel,12/4/2015,The ISD Desktop Support Team,Other,5,5,3,4,4
Service Request,Health Services,12/4/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,12/4/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Sheriff's Office,12/4/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Board of Supervisors,11/27/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,11/27/2015,The ISD Desktop Support Team,Other,5,4,5,5,5
Service Request,UC Cooperative Extension,11/27/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Board of Supervisors,11/27/2015,The ISD Service Desk,Other,5,5,5,5,5
Incident,Information Systems,11/20/2015,The ISD Application Services Team,Other,5,5,5,5,5
Service Request,Health Services,11/20/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Board of Supervisors,11/20/2015,The ISD Service Desk,Other,5,5,5,5,5
Incident,Human Resources,11/18/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,11/13/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Grand Jury,11/13/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,11/13/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,11/6/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,11/6/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Human Resources,11/6/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Transportation & Public Works,11/6/2015,The ISD Service Desk,Other,5,5,5,5,5
Incident,Health Services,11/5/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Permit & Resource Management,11/5/2015,The ISD Service Desk,Other,5,5,5,5,5
Incident,Sheriff's Office,10/30/2015,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Agricultural Commissioner,10/30/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,UC Cooperative Extension,10/30/2015,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Community Development Commission,10/23/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,10/23/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Sheriff's Office,10/23/2015,The ISD Service Desk,Other,5,5,4,5,5
Service Request,Human Resources,10/23/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,10/23/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,10/23/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,General Services,10/16/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,10/16/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,10/16/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,10/16/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Information Systems,10/16/2015,The ISD Application Services Team,Other,5,5,5,5,5
Incident,Health Services,10/15/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Transportation & Public Works,10/9/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,10/9/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Community Development Commission,10/9/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Agricultural Commissioner,10/9/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,10/9/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,County Administrator's Office,10/9/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,10/9/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Agricultural Commissioner,10/9/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Fire and Emergency Services,10/9/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Health Services,10/9/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,10/7/2015,The ISD Telephone Team,Other,5,5,5,5,5
Service Request,Health Services,10/2/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,10/2/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,10/2/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,District Attorney,10/2/2015,The ISD Network Infrastructure Team,Other,5,4,3,5,4
Service Request,Public Defender,10/2/2015,The ISD Service Desk,Other,5,4,5,5,5
Service Request,Fire and Emergency Services,9/25/2015,The ISD Service Desk,Other,5,1,2,1,2
Service Request,Auditor-Controller-Treasurer-Tax Collector,9/25/2015,The ISD Service Desk,Other,5,4,4,4,4
Service Request,County Counsel,9/25/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,9/25/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Human Resources,9/25/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,9/25/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Grand Jury,9/18/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Health Services,9/18/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,9/11/2015,The ISD Service Desk,Other,5,5,5,5,5
Incident,Sheriff's Office,9/9/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Incident,Human Resources,9/8/2015,The ISD Datacenter Operations Team,Other,5,5,5,5,5
Service Request,Human Resources,9/4/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,General Services,9/4/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Information Systems,8/28/2015,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Health Services,8/28/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,8/21/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,8/21/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Human Resources,8/21/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Probation,8/21/2015,The ISD Network Infrastructure Team,Other,5,5,5,5,5
Service Request,Information Systems,8/21/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Incident,Public Defender,8/21/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Sheriff's Office,8/21/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Community Development Commission,8/14/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Information Systems,8/14/2015,The ISD Desktop Support Team,Other,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,8/14/2015,The ISD Service Desk,Other,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,8/12/2015,The ISD Telephone Team,Other,5,5,5,5,5
